,PSR,Observatory,Nepochs,Epoch1,RMS1,Epoch2,RMS2,Epoch3,RMS3,Epoch4,RMS4,Epoch5,RMS5,RAJ,DECJ
82,J0509+0856,AO,3,2005,,2017,2.89900601934,2020.0,1.44950300967,,,,,1.34826684717,0.155916079845
83,J0557+1551,AO,3,2005,,2016,2.17647104659,2020.0,1.08823552329,,,,,1.5577063574,0.276634686441
84,J0621+2514,AO,3,2005,,2016,4.03619202968,2020.0,2.01809601484,,,,,1.66242611252,0.44040474792
85,J0709+0458,AO,3,2005,,2016,5.62240008313,2020.0,2.81120004157,,,,,1.87186562276,0.0866846861824
86,J1022+1001,AO,3,2005,,2016,0.38934980101,2020.0,0.194674900505,,,,,2.71398698685,0.174823813408
87,B1257+12,AO,3,2005,,2016,0.981502325278,2020.0,0.490751162639,,,,,3.390302072,0.209439510239
88,J1312+0051,AO,3,2005,,2016,2.05404810432,2020.0,1.02702405216,,,,,3.45575191895,0.014835298642
89,J1453+1902,AO,3,2005,,2014,0.886174389283,2020.0,0.443087194641,,,,,3.89644755508,0.332194334296
90,J1640+2224,AO,3,2005,0.295451425792,2012,0.190432987273,2020.0,0.0952164936367,,,,,4.36332312999,0.390953752447
91,J1713+0747,AO,3,2005,0.0839774495436,2012,0.0486954123108,2020.0,0.0243477061554,,,,,4.50731279328,0.135844793447
92,J1738+0333,AO,4,2005,,2010,1.07028319504,2012.0,0.697601649255,2020.0,0.348800824627,,,4.61639587153,0.0619591884458
93,J1741+1351,AO,4,2005,,2010,0.110525233264,2012.0,0.101388820732,2020.0,0.0506944103662,,,4.62948584091,0.241728101401
94,J1745+1017,AO,3,2005,,2016,0.42474729471,2020.0,0.212373647355,,,,,4.64693913343,0.179478024747
95,J1853+1303,AO,4,2005,,2009,0.386116179043,2012.0,0.20536162267,2020.0,0.102680811335,,,4.94364510627,0.227765467385
96,B1855+09,AO,3,2005,0.218863555336,2012,0.200182471254,2020.0,0.100091235627,,,,,4.95237175253,0.157079632679
97,J1903+0327,AO,4,2005,,2010,1.58721925804,2012.0,0.753162694339,2020.0,0.376581347169,,,4.98727833757,0.0602138591938
98,J1910+1256,AO,3,2005,1.07093478756,2012,0.56625551803,2020.0,0.283127759015,,,,,5.01782159948,0.225729249925
99,J1911+1347,AO,3,2005,,2015,0.228078923599,2020.0,0.1140394618,,,,,5.02218492261,0.240564548567
100,J1923+2515,AO,4,2005,,2011,0.607285744765,2012.0,0.3590704767,2020.0,0.17953523835,,,5.07454480017,0.440695636129
101,J1944+0907,AO,4,2005,,2008,0.512563569458,2012.0,0.392479955319,2020.0,0.19623997766,,,5.1661745859,0.15911585014
102,J1946+3417,AO,3,2005,,2015,0.587488852713,2020.0,0.293744426356,,,,,5.17490123216,0.598357045225
103,B1953+29,AO,4,2005,,2007,1.58860807579,2012.0,0.493792294712,2020.0,0.246896147356,,,5.20544449407,0.506145483078
104,J2017+0603,AO,4,2005,,2011,0.788116232108,2012.0,0.465854838758,2020.0,0.232927419379,,,5.31016424919,0.105592419746
105,J2033+1734,AO,3,2005,,2014,0.567037927455,2020.0,0.283518963727,,,,,5.37997741927,0.306596171934
106,J2043+1711,AO,4,2005,,2012,0.490455977536,2012.0,0.190722120799,2020.0,0.0953610603994,,,5.42361065057,0.299905743134
107,J2214+3000,AO,4,2005,,2010,5.20637334458,2012.0,0.892282426232,2020.0,0.446141213116,,,5.8206730554,0.523598775598
108,J2229+2643,AO,3,2005,,2015,0.295696299543,2020.0,0.147848149772,,,,,5.88612290235,0.466293798491
109,J2234+0611,AO,3,2005,,2014,0.178531895246,2020.0,0.0892659476231,,,,,5.907939518,0.107919525415
110,J2234+0944,AO,3,2005,,2014,0.414527715417,2020.0,0.207263857708,,,,,5.907939518,0.169878713861
111,J2317+1439,AO,3,2005,0.356266322099,2013,0.162934784786,2020.0,0.0814673923928,,,,,6.09556241259,0.255690735417
112,J2322+2057,AO,3,2005,,2015,0.28503336145,2020.0,0.142516680725,,,,,6.11737902824,0.365646478293
113,J2023-022,AO,3,2005,,2019,0.414527715417,2020.0,0.207263857708,,,,,5.33675027508,0.111167611511
