,PSR,Observatory,Nepochs,Epoch1,RMS1,Epoch2,RMS2,Epoch3,RMS3,Epoch4,RMS4,Epoch5,RMS5,RAJ,DECJ
97,J1903+0327,AO,4,2005,,2010,1.48419946015,2012.0,0.500836408994,2020.0,0.250418204497,,,4.98727833757,0.0602138591938
98,J1910+1256,AO,3,2005,1.05623072878,2012,0.53792875449,2020.0,0.268964377245,,,,,5.01782159948,0.225729249925
99,J1911+1347,AO,3,2005,,2015,0.180431787432,2020.0,0.0902158937159,,,,,5.02218492261,0.240564548567
100,J1923+2515,AO,4,2005,,2011,0.617304317303,2012.0,0.375766219349,2020.0,0.187883109674,,,5.07454480017,0.440695636129
101,J1944+0907,AO,4,2005,,2008,0.445288512488,2012.0,0.299334197755,2020.0,0.149667098877,,,5.1661745859,0.15911585014
102,J1946+3417,AO,3,2005,,2015,0.567405594012,2020.0,0.283702797006,,,,,5.17490123216,0.598357045225
103,B1953+29,AO,4,2005,,2007,1.61300971686,2012.0,0.567411278134,2020.0,0.283705639067,,,5.20544449407,0.506145483078
104,J2017+0603,AO,4,2005,,2011,0.777619469399,2012.0,0.44786780937,2020.0,0.223933904685,,,5.31016424919,0.105592419746
105,J2033+1734,AO,3,2005,,2014,0.555215592654,2020.0,0.277607796327,,,,,5.37997741927,0.306596171934
106,J2043+1711,AO,4,2005,,2012,0.465114944028,2012.0,0.110271359016,2020.0,0.0551356795081,,,5.42361065057,0.299905743134
107,J2214+3000,AO,4,2005,,2010,5.19935901687,2012.0,0.850399148204,2020.0,0.425199574102,,,5.8206730554,0.523598775598
108,J2229+2643,AO,3,2005,,2015,0.252862167911,2020.0,0.126431083955,,,,,5.88612290235,0.466293798491
109,J2234+0611,AO,3,2005,,2014,0.0972197691441,2020.0,0.048609884572,,,,,5.907939518,0.107919525415
110,J2234+0944,AO,3,2005,,2014,0.386679152949,2020.0,0.193339576474,,,,,5.907939518,0.169878713861
111,J2317+1439,AO,3,2005,0.348763865719,2013,0.145802214873,2020.0,0.0729011074364,,,,,6.09556241259,0.255690735417
112,J2322+2057,AO,3,2005,,2015,0.24991286208,2020.0,0.12495643104,,,,,6.11737902824,0.365646478293
113,J2241-012,AO,3,2005,,2019,0.395578850579,2020.0,0.197789425289,,,,,5.94126063941,0.143246050556
114,J1341+1143,AO,3,2005,,2019,0.395578850579,2020.0,0.197789425289,,,,,3.58590919321,0.204507439339
115,J2057+1349,AO,2,2005,,2020,0.197789425289,,,,,,,5.48834092243,0.241424090662
116,J2058+1043,AO,2,2005,,2020,0.197789425289,,,,,,,5.48991128112,0.187054124928
117,J0555+1000,AO,2,2005,,2021,0.197789425289,,,,,,,1.55066641946,0.174571045997
118,J0637+2436,AO,2,2005,,2021,0.197789425289,,,,,,,1.73646257193,0.429386523788
119,J1643+1303,AO,2,2005,,2022,0.197789425289,,,,,,,4.37876838489,0.227904433583
120,J2024-057,AO,2,2005,,2022,0.197789425289,,,,,,,5.34197369369,0.0517556146856
121,J1622+1813,AO,2,2005,,2023,0.197789425289,,,,,,,4.2881039295,0.31819731251
122,J2024-003,AO,2,2005,,2023,0.197789425289,,,,,,,5.34415510105,0.105711977075
123,J0525+1621,AO,2,2005,,2024,0.197789425289,,,,,,,1.42142612218,0.285525835519
124,J0121-024,AO,2,2005,,2024,0.197789425289,,,,,,,0.357732030726,0.129254666894
125,J1726+1332,AO,2,2005,,2025,0.197789425289,,,,,,,4.56662387858,0.236263904484
126,J2019+2446,AO,2,2005,,2025,0.197789425289,,,,,,,5.31923046491,0.432513153624
127,J2247-033,AO,2,2005,,2026,0.197789425289,,,,,,,5.96513688352,0.13179391621
128,J0937-050,AO,2,2005,,2026,0.197789425289,,,,,,,2.52139003132,0.171910480978
129,J0257+2747,AO,2,2005,,2027,0.197789425289,,,,,,,0.774764569122,0.485196456802
130,J1852+1446,AO,2,2005,,2027,0.197789425289,,,,,,,4.9419090433,0.257930197252
131,J1856-044,AO,2,2005,,2028,0.197789425289,,,,,,,4.95673831234,0.100081260427
132,J2051-011,AO,2,2005,,2028,0.197789425289,,,,,,,5.46275140613,0.160307173242
133,J0244+2916,AO,2,2005,,2029,0.197789425289,,,,,,,0.717509698859,0.511007292282
134,J1856+1540,AO,2,2005,,2029,0.197789425289,,,,,,,4.95813446845,0.273677682799
135,J0344+1637,AO,2,2005,,2030,0.197789425289,,,,,,,0.981387759787,0.290245373956
136,J0123-031,AO,2,2005,,2030,0.197789425289,,,,,,,0.363699477027,0.166144033425
137,J1852+1349,AO,2,2005,,2031,0.197789425289,,,,,,,4.94152119875,0.241385756143
138,J2303+2416,AO,2,2005,,2031,0.197789425289,,,,,,,6.03851308467,0.423771469017
139,J2046+1129,AO,2,2005,,2032,0.197789425289,,,,,,,5.43833878348,0.200526139008
140,J1947+1112,AO,2,2005,,2032,0.197789425289,,,,,,,5.18265935914,0.195561175683
141,J1255+1217,AO,2,2005,,2033,0.197789425289,,,,,,,3.38591446763,0.214517793997
142,J2140+2613,AO,2,2005,,2033,0.197789425289,,,,,,,5.67295080434,0.457710872045
143,J0408+1627,AO,2,2005,,2034,0.197789425289,,,,,,,1.0841585866,0.287138102438
144,J0346+2939,AO,2,2005,,2034,0.197789425289,,,,,,,0.986671171577,0.517611673282
145,J0710+1031,AO,2,2005,,2035,0.197789425289,,,,,,,1.87693142551,0.183619698237
146,J1947+2803,AO,2,2005,,2035,0.197789425289,,,,,,,5.18260018789,0.489571101363
147,J1245+1114,AO,2,2005,,2036,0.197789425289,,,,,,,3.3397947226,0.196082339663
148,J0048-059,AO,2,2005,,2036,0.197789425289,,,,,,,0.21198336925,0.156997493815
149,J2304+1624,AO,2,2005,,2037,0.197789425289,,,,,,,6.04139572577,0.286311163477
150,J2200+1434,AO,2,2005,,2037,0.197789425289,,,,,,,5.76259407993,0.254472421359
151,J1926+1332,AO,2,2005,,2038,0.197789425289,,,,,,,5.08851940178,0.236363461702
152,J2305-039,AO,2,2005,,2038,0.197789425289,,,,,,,6.04611870938,0.133690296604
153,J1024-032,AO,2,2005,,2039,0.197789425289,,,,,,,2.72305852498,0.149167124636
154,J1700-040,AO,2,2005,,2039,0.197789425289,,,,,,,4.45304103906,0.151343700092
155,J1257-055,AO,2,2005,,2040,0.197789425289,,,,,,,3.39117652334,0.033622954987
156,J1804+2101,AO,2,2005,,2040,0.197789425289,,,,,,,4.73392086775,0.366827551966
